id,date,store,item
9027,2018-01-28,1,11
9028,2018-01-29,1,11
9029,2018-01-30,1,11
9030,2018-01-31,1,11
9031,2018-02-01,1,11
9032,2018-02-02,1,11
9033,2018-02-03,1,11
9034,2018-02-04,1,11
9035,2018-02-05,1,11
9036,2018-02-06,1,11
9037,2018-02-07,1,11
9038,2018-02-08,1,11
9039,2018-02-09,1,11
9040,2018-02-10,1,11
9041,2018-02-11,1,11
9042,2018-02-12,1,11
9043,2018-02-13,1,11
9044,2018-02-14,1,11
9045,2018-02-15,1,11
9046,2018-02-16,1,11
9047,2018-02-17,1,11
9048,2018-02-18,1,11
9049,2018-02-19,1,11
9050,2018-02-20,1,11
9051,2018-02-21,1,11
9052,2018-02-22,1,11
9053,2018-02-23,1,11
9054,2018-02-24,1,11
9055,2018-02-25,1,11
9056,2018-02-26,1,11
9057,2018-02-27,1,11
9058,2018-02-28,1,11
9059,2018-03-01,1,11
9060,2018-03-02,1,11
9061,2018-03-03,1,11
9062,2018-03-04,1,11
9063,2018-03-05,1,11
9064,2018-03-06,1,11
9065,2018-03-07,1,11
9066,2018-03-08,1,11
9067,2018-03-09,1,11
9068,2018-03-10,1,11
9069,2018-03-11,1,11
9070,2018-03-12,1,11
9071,2018-03-13,1,11
9072,2018-03-14,1,11
9073,2018-03-15,1,11
9074,2018-03-16,1,11
9075,2018-03-17,1,11
9076,2018-03-18,1,11
9077,2018-03-19,1,11
9078,2018-03-20,1,11
9079,2018-03-21,1,11
9080,2018-03-22,1,11
9081,2018-03-23,1,11
9082,2018-03-24,1,11
9083,2018-03-25,1,11
9084,2018-03-26,1,11
9085,2018-03-27,1,11
9086,2018-03-28,1,11
9087,2018-03-29,1,11
9088,2018-03-30,1,11
9089,2018-03-31,1,11
9090,2018-01-01,2,11
9091,2018-01-02,2,11
9092,2018-01-03,2,11
9093,2018-01-04,2,11
9094,2018-01-05,2,11
9095,2018-01-06,2,11
9096,2018-01-07,2,11
9097,2018-01-08,2,11
9098,2018-01-09,2,11
9099,2018-01-10,2,11
9100,2018-01-11,2,11
9101,2018-01-12,2,11
9102,2018-01-13,2,11
9103,2018-01-14,2,11
9104,2018-01-15,2,11
9105,2018-01-16,2,11
9106,2018-01-17,2,11
9107,2018-01-18,2,11
9108,2018-01-19,2,11
9109,2018-01-20,2,11
9110,2018-01-21,2,11
9111,2018-01-22,2,11
9112,2018-01-23,2,11
9113,2018-01-24,2,11
9114,2018-01-25,2,11
9115,2018-01-26,2,11
9116,2018-01-27,2,11
9117,2018-01-28,2,11
9118,2018-01-29,2,11
9119,2018-01-30,2,11
9120,2018-01-31,2,11
9121,2018-02-01,2,11
9122,2018-02-02,2,11
9123,2018-02-03,2,11
9124,2018-02-04,2,11
9125,2018-02-05,2,11
9126,2018-02-06,2,11
9127,2018-02-07,2,11
9128,2018-02-08,2,11
9129,2018-02-09,2,11
9130,2018-02-10,2,11
9131,2018-02-11,2,11
9132,2018-02-12,2,11
9133,2018-02-13,2,11
9134,2018-02-14,2,11
9135,2018-02-15,2,11
9136,2018-02-16,2,11
9137,2018-02-17,2,11
9138,2018-02-18,2,11
9139,2018-02-19,2,11
9140,2018-02-20,2,11
9141,2018-02-21,2,11
9142,2018-02-22,2,11
9143,2018-02-23,2,11
9144,2018-02-24,2,11
9145,2018-02-25,2,11
9146,2018-02-26,2,11
9147,2018-02-27,2,11
9148,2018-02-28,2,11
9149,2018-03-01,2,11
9150,2018-03-02,2,11
9151,2018-03-03,2,11
9152,2018-03-04,2,11
9153,2018-03-05,2,11
9154,2018-03-06,2,11
9155,2018-03-07,2,11
9156,2018-03-08,2,11
9157,2018-03-09,2,11
9158,2018-03-10,2,11
9159,2018-03-11,2,11
9160,2018-03-12,2,11
9161,2018-03-13,2,11
9162,2018-03-14,2,11
9163,2018-03-15,2,11
9164,2018-03-16,2,11
9165,2018-03-17,2,11
9166,2018-03-18,2,11
9167,2018-03-19,2,11
9168,2018-03-20,2,11
9169,2018-03-21,2,11
9170,2018-03-22,2,11
9171,2018-03-23,2,11
9172,2018-03-24,2,11
9173,2018-03-25,2,11
9174,2018-03-26,2,11
9175,2018-03-27,2,11
9176,2018-03-28,2,11
9177,2018-03-29,2,11
9178,2018-03-30,2,11
9179,2018-03-31,2,11
9180,2018-01-01,3,11
9181,2018-01-02,3,11
9182,2018-01-03,3,11
9183,2018-01-04,3,11
9184,2018-01-05,3,11
9185,2018-01-06,3,11
9186,2018-01-07,3,11
9187,2018-01-08,3,11
9188,2018-01-09,3,11
9189,2018-01-10,3,11
9190,2018-01-11,3,11
9191,2018-01-12,3,11
9192,2018-01-13,3,11
9193,2018-01-14,3,11
9194,2018-01-15,3,11
9195,2018-01-16,3,11
9196,2018-01-17,3,11
9197,2018-01-18,3,11
9198,2018-01-19,3,11
9199,2018-01-20,3,11
9200,2018-01-21,3,11
9201,2018-01-22,3,11
9202,2018-01-23,3,11
9203,2018-01-24,3,11
9204,2018-01-25,3,11
9205,2018-01-26,3,11
9206,2018-01-27,3,11
9207,2018-01-28,3,11
9208,2018-01-29,3,11
9209,2018-01-30,3,11
9210,2018-01-31,3,11
9211,2018-02-01,3,11
9212,2018-02-02,3,11
9213,2018-02-03,3,11
9214,2018-02-04,3,11
9215,2018-02-05,3,11
9216,2018-02-06,3,11
9217,2018-02-07,3,11
9218,2018-02-08,3,11
9219,2018-02-09,3,11
9220,2018-02-10,3,11
9221,2018-02-11,3,11
9222,2018-02-12,3,11
9223,2018-02-13,3,11
9224,2018-02-14,3,11
9225,2018-02-15,3,11
9226,2018-02-16,3,11
9227,2018-02-17,3,11
9228,2018-02-18,3,11
9229,2018-02-19,3,11
9230,2018-02-20,3,11
9231,2018-02-21,3,11
9232,2018-02-22,3,11
9233,2018-02-23,3,11
9234,2018-02-24,3,11
9235,2018-02-25,3,11
9236,2018-02-26,3,11
9237,2018-02-27,3,11
9238,2018-02-28,3,11
9239,2018-03-01,3,11
9240,2018-03-02,3,11
9241,2018-03-03,3,11
9242,2018-03-04,3,11
9243,2018-03-05,3,11
9244,2018-03-06,3,11
9245,2018-03-07,3,11
9246,2018-03-08,3,11
9247,2018-03-09,3,11
9248,2018-03-10,3,11
9249,2018-03-11,3,11
9250,2018-03-12,3,11
9251,2018-03-13,3,11
9252,2018-03-14,3,11
9253,2018-03-15,3,11
9254,2018-03-16,3,11
9255,2018-03-17,3,11
9256,2018-03-18,3,11
9257,2018-03-19,3,11
9258,2018-03-20,3,11
9259,2018-03-21,3,11
9260,2018-03-22,3,11
9261,2018-03-23,3,11
9262,2018-03-24,3,11
9263,2018-03-25,3,11
9264,2018-03-26,3,11
9265,2018-03-27,3,11
9266,2018-03-28,3,11
9267,2018-03-29,3,11
9268,2018-03-30,3,11
9269,2018-03-31,3,11
9900,2018-01-01,1,12
9901,2018-01-02,1,12
9902,2018-01-03,1,12
9903,2018-01-04,1,12
9904,2018-01-05,1,12
9905,2018-01-06,1,12
9906,2018-01-07,1,12
9907,2018-01-08,1,12
9908,2018-01-09,1,12
9909,2018-01-10,1,12
9910,2018-01-11,1,12
9911,2018-01-12,1,12
9912,2018-01-13,1,12
9913,2018-01-14,1,12
9914,2018-01-15,1,12
9915,2018-01-16,1,12
9916,2018-01-17,1,12
9917,2018-01-18,1,12
9918,2018-01-19,1,12
9919,2018-01-20,1,12
9920,2018-01-21,1,12
9921,2018-01-22,1,12
9922,2018-01-23,1,12
9923,2018-01-24,1,12
9924,2018-01-25,1,12
9925,2018-01-26,1,12
9926,2018-01-27,1,12
9927,2018-01-28,1,12
9928,2018-01-29,1,12
9929,2018-01-30,1,12
9930,2018-01-31,1,12
9931,2018-02-01,1,12
9932,2018-02-02,1,12
9933,2018-02-03,1,12
9934,2018-02-04,1,12
9935,2018-02-05,1,12
9936,2018-02-06,1,12
9937,2018-02-07,1,12
9938,2018-02-08,1,12
9939,2018-02-09,1,12
9940,2018-02-10,1,12
9941,2018-02-11,1,12
9942,2018-02-12,1,12
9943,2018-02-13,1,12
9944,2018-02-14,1,12
9945,2018-02-15,1,12
9946,2018-02-16,1,12
9947,2018-02-17,1,12
9948,2018-02-18,1,12
9949,2018-02-19,1,12
9950,2018-02-20,1,12
9951,2018-02-21,1,12
9952,2018-02-22,1,12
9953,2018-02-23,1,12
9954,2018-02-24,1,12
9955,2018-02-25,1,12
9956,2018-02-26,1,12
9957,2018-02-27,1,12
9958,2018-02-28,1,12
9959,2018-03-01,1,12
9960,2018-03-02,1,12
9961,2018-03-03,1,12
9962,2018-03-04,1,12
9963,2018-03-05,1,12
9964,2018-03-06,1,12
9965,2018-03-07,1,12
9966,2018-03-08,1,12
9967,2018-03-09,1,12
9968,2018-03-10,1,12
9969,2018-03-11,1,12
9970,2018-03-12,1,12
9971,2018-03-13,1,12
9972,2018-03-14,1,12
9973,2018-03-15,1,12
9974,2018-03-16,1,12
9975,2018-03-17,1,12
9976,2018-03-18,1,12
9977,2018-03-19,1,12
9978,2018-03-20,1,12
9979,2018-03-21,1,12
9980,2018-03-22,1,12
9981,2018-03-23,1,12
9982,2018-03-24,1,12
9983,2018-03-25,1,12
9984,2018-03-26,1,12
9985,2018-03-27,1,12
9986,2018-03-28,1,12
9987,2018-03-29,1,12
9988,2018-03-30,1,12
9989,2018-03-31,1,12
9990,2018-01-01,2,12
9991,2018-01-02,2,12
9992,2018-01-03,2,12
9993,2018-01-04,2,12
9994,2018-01-05,2,12
9995,2018-01-06,2,12
9996,2018-01-07,2,12
9997,2018-01-08,2,12
9998,2018-01-09,2,12
9999,2018-01-10,2,12
10000,2018-01-11,2,12
10001,2018-01-12,2,12
10002,2018-01-13,2,12
10003,2018-01-14,2,12
10004,2018-01-15,2,12
10005,2018-01-16,2,12
10006,2018-01-17,2,12
10007,2018-01-18,2,12
10008,2018-01-19,2,12
10009,2018-01-20,2,12
10010,2018-01-21,2,12
10011,2018-01-22,2,12
10012,2018-01-23,2,12
10013,2018-01-24,2,12
10014,2018-01-25,2,12
10015,2018-01-26,2,12
10016,2018-01-27,2,12
10017,2018-01-28,2,12
10018,2018-01-29,2,12
10019,2018-01-30,2,12
10020,2018-01-31,2,12
10021,2018-02-01,2,12
10022,2018-02-02,2,12
10023,2018-02-03,2,12
10024,2018-02-04,2,12
10025,2018-02-05,2,12
10026,2018-02-06,2,12
10027,2018-02-07,2,12
10028,2018-02-08,2,12
10029,2018-02-09,2,12
10030,2018-02-10,2,12
10031,2018-02-11,2,12
10032,2018-02-12,2,12
10033,2018-02-13,2,12
10034,2018-02-14,2,12
10035,2018-02-15,2,12
10036,2018-02-16,2,12
10037,2018-02-17,2,12
10038,2018-02-18,2,12
10039,2018-02-19,2,12
10040,2018-02-20,2,12
10041,2018-02-21,2,12
10042,2018-02-22,2,12
10043,2018-02-23,2,12
10044,2018-02-24,2,12
10045,2018-02-25,2,12
10046,2018-02-26,2,12
10047,2018-02-27,2,12
10048,2018-02-28,2,12
10049,2018-03-01,2,12
10050,2018-03-02,2,12
10051,2018-03-03,2,12
10052,2018-03-04,2,12
10053,2018-03-05,2,12
10054,2018-03-06,2,12
10055,2018-03-07,2,12
10056,2018-03-08,2,12
10057,2018-03-09,2,12
10058,2018-03-10,2,12
10059,2018-03-11,2,12
10060,2018-03-12,2,12
10061,2018-03-13,2,12
10062,2018-03-14,2,12
10063,2018-03-15,2,12
10064,2018-03-16,2,12
10065,2018-03-17,2,12
10066,2018-03-18,2,12
10067,2018-03-19,2,12
10068,2018-03-20,2,12
10069,2018-03-21,2,12
10070,2018-03-22,2,12
10071,2018-03-23,2,12
10072,2018-03-24,2,12
10073,2018-03-25,2,12
10074,2018-03-26,2,12
10075,2018-03-27,2,12
10076,2018-03-28,2,12
10077,2018-03-29,2,12
10078,2018-03-30,2,12
10079,2018-03-31,2,12
10080,2018-01-01,3,12
10081,2018-01-02,3,12
10082,2018-01-03,3,12
10083,2018-01-04,3,12
10084,2018-01-05,3,12
10085,2018-01-06,3,12
10086,2018-01-07,3,12
10087,2018-01-08,3,12
10088,2018-01-09,3,12
10089,2018-01-10,3,12
10090,2018-01-11,3,12
10091,2018-01-12,3,12
10092,2018-01-13,3,12
10093,2018-01-14,3,12
10094,2018-01-15,3,12
10095,2018-01-16,3,12
10096,2018-01-17,3,12
10097,2018-01-18,3,12
10098,2018-01-19,3,12
10099,2018-01-20,3,12
10100,2018-01-21,3,12
10101,2018-01-22,3,12
10102,2018-01-23,3,12
10103,2018-01-24,3,12
10104,2018-01-25,3,12
10105,2018-01-26,3,12
10106,2018-01-27,3,12
10107,2018-01-28,3,12
10108,2018-01-29,3,12
10109,2018-01-30,3,12
10110,2018-01-31,3,12
10111,2018-02-01,3,12
10112,2018-02-02,3,12
10113,2018-02-03,3,12
10114,2018-02-04,3,12
10115,2018-02-05,3,12
10116,2018-02-06,3,12
10117,2018-02-07,3,12
10118,2018-02-08,3,12
10119,2018-02-09,3,12
10120,2018-02-10,3,12
10121,2018-02-11,3,12
10122,2018-02-12,3,12
10123,2018-02-13,3,12
10124,2018-02-14,3,12
10125,2018-02-15,3,12
10126,2018-02-16,3,12
10127,2018-02-17,3,12
10128,2018-02-18,3,12
10129,2018-02-19,3,12
10130,2018-02-20,3,12
10131,2018-02-21,3,12
10132,2018-02-22,3,12
10133,2018-02-23,3,12
10134,2018-02-24,3,12
10135,2018-02-25,3,12
10136,2018-02-26,3,12
10137,2018-02-27,3,12
10138,2018-02-28,3,12
10139,2018-03-01,3,12
10140,2018-03-02,3,12
10141,2018-03-03,3,12
10142,2018-03-04,3,12
10143,2018-03-05,3,12
10144,2018-03-06,3,12
10145,2018-03-07,3,12
10146,2018-03-08,3,12
10147,2018-03-09,3,12
10148,2018-03-10,3,12
10149,2018-03-11,3,12
10150,2018-03-12,3,12
10151,2018-03-13,3,12
10152,2018-03-14,3,12
10153,2018-03-15,3,12
10154,2018-03-16,3,12
10155,2018-03-17,3,12
10156,2018-03-18,3,12
10157,2018-03-19,3,12
10158,2018-03-20,3,12
10159,2018-03-21,3,12
10160,2018-03-22,3,12
10161,2018-03-23,3,12
10162,2018-03-24,3,12
10163,2018-03-25,3,12
10164,2018-03-26,3,12
10165,2018-03-27,3,12
10166,2018-03-28,3,12
10167,2018-03-29,3,12
10168,2018-03-30,3,12
10169,2018-03-31,3,12
10800,2018-01-01,1,13
10801,2018-01-02,1,13
10802,2018-01-03,1,13
10803,2018-01-04,1,13
10804,2018-01-05,1,13
10805,2018-01-06,1,13
10806,2018-01-07,1,13
10807,2018-01-08,1,13
10808,2018-01-09,1,13
10809,2018-01-10,1,13
10810,2018-01-11,1,13
10811,2018-01-12,1,13
10812,2018-01-13,1,13
10813,2018-01-14,1,13
10814,2018-01-15,1,13
10815,2018-01-16,1,13
10816,2018-01-17,1,13
10817,2018-01-18,1,13
10818,2018-01-19,1,13
10819,2018-01-20,1,13
10820,2018-01-21,1,13
10821,2018-01-22,1,13
10822,2018-01-23,1,13
10823,2018-01-24,1,13
10824,2018-01-25,1,13
10825,2018-01-26,1,13
10826,2018-01-27,1,13
10827,2018-01-28,1,13
10828,2018-01-29,1,13
10829,2018-01-30,1,13
10830,2018-01-31,1,13
10831,2018-02-01,1,13
10832,2018-02-02,1,13
10833,2018-02-03,1,13
10834,2018-02-04,1,13
10835,2018-02-05,1,13
10836,2018-02-06,1,13
10837,2018-02-07,1,13
10838,2018-02-08,1,13
10839,2018-02-09,1,13
10840,2018-02-10,1,13
10841,2018-02-11,1,13
10842,2018-02-12,1,13
10843,2018-02-13,1,13
10844,2018-02-14,1,13
10845,2018-02-15,1,13
10846,2018-02-16,1,13
10847,2018-02-17,1,13
10848,2018-02-18,1,13
10849,2018-02-19,1,13
10850,2018-02-20,1,13
10851,2018-02-21,1,13
10852,2018-02-22,1,13
10853,2018-02-23,1,13
10854,2018-02-24,1,13
10855,2018-02-25,1,13
10856,2018-02-26,1,13
10857,2018-02-27,1,13
10858,2018-02-28,1,13
10859,2018-03-01,1,13
10860,2018-03-02,1,13
10861,2018-03-03,1,13
10862,2018-03-04,1,13
10863,2018-03-05,1,13
10864,2018-03-06,1,13
10865,2018-03-07,1,13
10866,2018-03-08,1,13
10867,2018-03-09,1,13
10868,2018-03-10,1,13
10869,2018-03-11,1,13
10870,2018-03-12,1,13
10871,2018-03-13,1,13
10872,2018-03-14,1,13
10873,2018-03-15,1,13
10874,2018-03-16,1,13
10875,2018-03-17,1,13
10876,2018-03-18,1,13
10877,2018-03-19,1,13
10878,2018-03-20,1,13
10879,2018-03-21,1,13
10880,2018-03-22,1,13
10881,2018-03-23,1,13
10882,2018-03-24,1,13
10883,2018-03-25,1,13
10884,2018-03-26,1,13
10885,2018-03-27,1,13
10886,2018-03-28,1,13
10887,2018-03-29,1,13
10888,2018-03-30,1,13
10889,2018-03-31,1,13
10890,2018-01-01,2,13
10891,2018-01-02,2,13
10892,2018-01-03,2,13
10893,2018-01-04,2,13
10894,2018-01-05,2,13
10895,2018-01-06,2,13
10896,2018-01-07,2,13
10897,2018-01-08,2,13
10898,2018-01-09,2,13
10899,2018-01-10,2,13
10900,2018-01-11,2,13
10901,2018-01-12,2,13
10902,2018-01-13,2,13
10903,2018-01-14,2,13
10904,2018-01-15,2,13
10905,2018-01-16,2,13
10906,2018-01-17,2,13
10907,2018-01-18,2,13
10908,2018-01-19,2,13
10909,2018-01-20,2,13
10910,2018-01-21,2,13
10911,2018-01-22,2,13
10912,2018-01-23,2,13
10913,2018-01-24,2,13
10914,2018-01-25,2,13
10915,2018-01-26,2,13
10916,2018-01-27,2,13
10917,2018-01-28,2,13
10918,2018-01-29,2,13
10919,2018-01-30,2,13
10920,2018-01-31,2,13
10921,2018-02-01,2,13
10922,2018-02-02,2,13
10923,2018-02-03,2,13
10924,2018-02-04,2,13
10925,2018-02-05,2,13
10926,2018-02-06,2,13
10927,2018-02-07,2,13
10928,2018-02-08,2,13
10929,2018-02-09,2,13
10930,2018-02-10,2,13
10931,2018-02-11,2,13
10932,2018-02-12,2,13
10933,2018-02-13,2,13
10934,2018-02-14,2,13
10935,2018-02-15,2,13
10936,2018-02-16,2,13
10937,2018-02-17,2,13
10938,2018-02-18,2,13
10939,2018-02-19,2,13
10940,2018-02-20,2,13
10941,2018-02-21,2,13
10942,2018-02-22,2,13
10943,2018-02-23,2,13
10944,2018-02-24,2,13
10945,2018-02-25,2,13
10946,2018-02-26,2,13
10947,2018-02-27,2,13
10948,2018-02-28,2,13
10949,2018-03-01,2,13
10950,2018-03-02,2,13
10951,2018-03-03,2,13
10952,2018-03-04,2,13
10953,2018-03-05,2,13
10954,2018-03-06,2,13
10955,2018-03-07,2,13
10956,2018-03-08,2,13
10957,2018-03-09,2,13
10958,2018-03-10,2,13
10959,2018-03-11,2,13
10960,2018-03-12,2,13
10961,2018-03-13,2,13
10962,2018-03-14,2,13
10963,2018-03-15,2,13
10964,2018-03-16,2,13
10965,2018-03-17,2,13
10966,2018-03-18,2,13
10967,2018-03-19,2,13
10968,2018-03-20,2,13
10969,2018-03-21,2,13
10970,2018-03-22,2,13
10971,2018-03-23,2,13
10972,2018-03-24,2,13
10973,2018-03-25,2,13
10974,2018-03-26,2,13
10975,2018-03-27,2,13
10976,2018-03-28,2,13
10977,2018-03-29,2,13
10978,2018-03-30,2,13
10979,2018-03-31,2,13
10980,2018-01-01,3,13
10981,2018-01-02,3,13
10982,2018-01-03,3,13
10983,2018-01-04,3,13
10984,2018-01-05,3,13
10985,2018-01-06,3,13
10986,2018-01-07,3,13
10987,2018-01-08,3,13
10988,2018-01-09,3,13
10989,2018-01-10,3,13
10990,2018-01-11,3,13
10991,2018-01-12,3,13
10992,2018-01-13,3,13
10993,2018-01-14,3,13
10994,2018-01-15,3,13
10995,2018-01-16,3,13
10996,2018-01-17,3,13
10997,2018-01-18,3,13
10998,2018-01-19,3,13
10999,2018-01-20,3,13
11000,2018-01-21,3,13
11001,2018-01-22,3,13
11002,2018-01-23,3,13
11003,2018-01-24,3,13
11004,2018-01-25,3,13
11005,2018-01-26,3,13
11006,2018-01-27,3,13
11007,2018-01-28,3,13
11008,2018-01-29,3,13
11009,2018-01-30,3,13
11010,2018-01-31,3,13
11011,2018-02-01,3,13
11012,2018-02-02,3,13
11013,2018-02-03,3,13
11014,2018-02-04,3,13
11015,2018-02-05,3,13
11016,2018-02-06,3,13
11017,2018-02-07,3,13
11018,2018-02-08,3,13
11019,2018-02-09,3,13
11020,2018-02-10,3,13
11021,2018-02-11,3,13
11022,2018-02-12,3,13
11023,2018-02-13,3,13
11024,2018-02-14,3,13
11025,2018-02-15,3,13
11026,2018-02-16,3,13
11027,2018-02-17,3,13
11028,2018-02-18,3,13
11029,2018-02-19,3,13
11030,2018-02-20,3,13
11031,2018-02-21,3,13
11032,2018-02-22,3,13
11033,2018-02-23,3,13
11034,2018-02-24,3,13
11035,2018-02-25,3,13
11036,2018-02-26,3,13
11037,2018-02-27,3,13
11038,2018-02-28,3,13
11039,2018-03-01,3,13
11040,2018-03-02,3,13
11041,2018-03-03,3,13
11042,2018-03-04,3,13
11043,2018-03-05,3,13
11044,2018-03-06,3,13
11045,2018-03-07,3,13
11046,2018-03-08,3,13
11047,2018-03-09,3,13
11048,2018-03-10,3,13
11049,2018-03-11,3,13
11050,2018-03-12,3,13
11051,2018-03-13,3,13
11052,2018-03-14,3,13
11053,2018-03-15,3,13
11054,2018-03-16,3,13
11055,2018-03-17,3,13
11056,2018-03-18,3,13
11057,2018-03-19,3,13
11058,2018-03-20,3,13
11059,2018-03-21,3,13
11060,2018-03-22,3,13
11061,2018-03-23,3,13
11062,2018-03-24,3,13
11063,2018-03-25,3,13
11064,2018-03-26,3,13
11065,2018-03-27,3,13
11066,2018-03-28,3,13
11067,2018-03-29,3,13
11068,2018-03-30,3,13
11069,2018-03-31,3,13
11700,2018-01-01,1,14
11701,2018-01-02,1,14
11702,2018-01-03,1,14
11703,2018-01-04,1,14
11704,2018-01-05,1,14
11705,2018-01-06,1,14
11706,2018-01-07,1,14
11707,2018-01-08,1,14
11708,2018-01-09,1,14
11709,2018-01-10,1,14
11710,2018-01-11,1,14
11711,2018-01-12,1,14
11712,2018-01-13,1,14
11713,2018-01-14,1,14
11714,2018-01-15,1,14
11715,2018-01-16,1,14
11716,2018-01-17,1,14
11717,2018-01-18,1,14
11718,2018-01-19,1,14
11719,2018-01-20,1,14
11720,2018-01-21,1,14
11721,2018-01-22,1,14
11722,2018-01-23,1,14
11723,2018-01-24,1,14
11724,2018-01-25,1,14
11725,2018-01-26,1,14
11726,2018-01-27,1,14
11727,2018-01-28,1,14
11728,2018-01-29,1,14
11729,2018-01-30,1,14
11730,2018-01-31,1,14
11731,2018-02-01,1,14
11732,2018-02-02,1,14
11733,2018-02-03,1,14
11734,2018-02-04,1,14
11735,2018-02-05,1,14
11736,2018-02-06,1,14
11737,2018-02-07,1,14
11738,2018-02-08,1,14
11739,2018-02-09,1,14
11740,2018-02-10,1,14
11741,2018-02-11,1,14
11742,2018-02-12,1,14
11743,2018-02-13,1,14
11744,2018-02-14,1,14
11745,2018-02-15,1,14
11746,2018-02-16,1,14
11747,2018-02-17,1,14
11748,2018-02-18,1,14
11749,2018-02-19,1,14
11750,2018-02-20,1,14
11751,2018-02-21,1,14
11752,2018-02-22,1,14
11753,2018-02-23,1,14
11754,2018-02-24,1,14
11755,2018-02-25,1,14
11756,2018-02-26,1,14
11757,2018-02-27,1,14
11758,2018-02-28,1,14
11759,2018-03-01,1,14
11760,2018-03-02,1,14
11761,2018-03-03,1,14
11762,2018-03-04,1,14
11763,2018-03-05,1,14
11764,2018-03-06,1,14
11765,2018-03-07,1,14
11766,2018-03-08,1,14
11767,2018-03-09,1,14
11768,2018-03-10,1,14
11769,2018-03-11,1,14
11770,2018-03-12,1,14
11771,2018-03-13,1,14
11772,2018-03-14,1,14
11773,2018-03-15,1,14
11774,2018-03-16,1,14
11775,2018-03-17,1,14
11776,2018-03-18,1,14
11777,2018-03-19,1,14
11778,2018-03-20,1,14
11779,2018-03-21,1,14
11780,2018-03-22,1,14
11781,2018-03-23,1,14
11782,2018-03-24,1,14
11783,2018-03-25,1,14
11784,2018-03-26,1,14
11785,2018-03-27,1,14
11786,2018-03-28,1,14
11787,2018-03-29,1,14
11788,2018-03-30,1,14
11789,2018-03-31,1,14
11790,2018-01-01,2,14
11791,2018-01-02,2,14
11792,2018-01-03,2,14
11793,2018-01-04,2,14
11794,2018-01-05,2,14
11795,2018-01-06,2,14
11796,2018-01-07,2,14
11797,2018-01-08,2,14
11798,2018-01-09,2,14
11799,2018-01-10,2,14
11800,2018-01-11,2,14
11801,2018-01-12,2,14
11802,2018-01-13,2,14
11803,2018-01-14,2,14
11804,2018-01-15,2,14
11805,2018-01-16,2,14
11806,2018-01-17,2,14
11807,2018-01-18,2,14
11808,2018-01-19,2,14
11809,2018-01-20,2,14
11810,2018-01-21,2,14
11811,2018-01-22,2,14
11812,2018-01-23,2,14
11813,2018-01-24,2,14
11814,2018-01-25,2,14
11815,2018-01-26,2,14
11816,2018-01-27,2,14
11817,2018-01-28,2,14
11818,2018-01-29,2,14
11819,2018-01-30,2,14
11820,2018-01-31,2,14
11821,2018-02-01,2,14
11822,2018-02-02,2,14
11823,2018-02-03,2,14
11824,2018-02-04,2,14
11825,2018-02-05,2,14
11826,2018-02-06,2,14
11827,2018-02-07,2,14
11828,2018-02-08,2,14
11829,2018-02-09,2,14
11830,2018-02-10,2,14
11831,2018-02-11,2,14
11832,2018-02-12,2,14
11833,2018-02-13,2,14
11834,2018-02-14,2,14
11835,2018-02-15,2,14
11836,2018-02-16,2,14
11837,2018-02-17,2,14
11838,2018-02-18,2,14
11839,2018-02-19,2,14
11840,2018-02-20,2,14
11841,2018-02-21,2,14
11842,2018-02-22,2,14
11843,2018-02-23,2,14
11844,2018-02-24,2,14
11845,2018-02-25,2,14
11846,2018-02-26,2,14
11847,2018-02-27,2,14
11848,2018-02-28,2,14
11849,2018-03-01,2,14
11850,2018-03-02,2,14
11851,2018-03-03,2,14
11852,2018-03-04,2,14
11853,2018-03-05,2,14
11854,2018-03-06,2,14
11855,2018-03-07,2,14
11856,2018-03-08,2,14
11857,2018-03-09,2,14
11858,2018-03-10,2,14
11859,2018-03-11,2,14
11860,2018-03-12,2,14
11861,2018-03-13,2,14
11862,2018-03-14,2,14
11863,2018-03-15,2,14
11864,2018-03-16,2,14
11865,2018-03-17,2,14
11866,2018-03-18,2,14
11867,2018-03-19,2,14
11868,2018-03-20,2,14
11869,2018-03-21,2,14
11870,2018-03-22,2,14
11871,2018-03-23,2,14
11872,2018-03-24,2,14
11873,2018-03-25,2,14
11874,2018-03-26,2,14
11875,2018-03-27,2,14
11876,2018-03-28,2,14
11877,2018-03-29,2,14
11878,2018-03-30,2,14
11879,2018-03-31,2,14
11880,2018-01-01,3,14
11881,2018-01-02,3,14
11882,2018-01-03,3,14
11883,2018-01-04,3,14
11884,2018-01-05,3,14
11885,2018-01-06,3,14
11886,2018-01-07,3,14
11887,2018-01-08,3,14
11888,2018-01-09,3,14
11889,2018-01-10,3,14
11890,2018-01-11,3,14
11891,2018-01-12,3,14
11892,2018-01-13,3,14
11893,2018-01-14,3,14
11894,2018-01-15,3,14
11895,2018-01-16,3,14
11896,2018-01-17,3,14
11897,2018-01-18,3,14
11898,2018-01-19,3,14
11899,2018-01-20,3,14
11900,2018-01-21,3,14
11901,2018-01-22,3,14
11902,2018-01-23,3,14
11903,2018-01-24,3,14
11904,2018-01-25,3,14
11905,2018-01-26,3,14
11906,2018-01-27,3,14
11907,2018-01-28,3,14
11908,2018-01-29,3,14
11909,2018-01-30,3,14
11910,2018-01-31,3,14
11911,2018-02-01,3,14
11912,2018-02-02,3,14
11913,2018-02-03,3,14
11914,2018-02-04,3,14
11915,2018-02-05,3,14
