id,date,store,item,sales
10308,10/6/2024,1,10,13
25738,1/14/2025,1,24,36
52963,8/17/2024,1,49,20
12970,1/21/2026,1,12,24
36161,8/6/2023,1,34,62
22352,10/5/2024,1,21,51
33552,6/12/2025,1,31,60
40890,7/20/2024,1,38,44
51833,7/13/2024,1,48,37
39109,9/2/2025,1,36,27
16039,6/19/2025,1,15,20
35825,9/3/2025,1,33,61
23131,11/24/2023,1,22,74
30948,4/24/2024,1,29,52
46310,5/26/2024,1,43,31
46837,11/4/2025,1,43,38
7977,5/18/2024,1,8,18
24115,8/5/2023,1,23,35
38923,2/28/2025,1,36,61
22388,11/10/2024,1,21,62
127,11/15/2023,1,1,14
33240,8/4/2024,1,31,31
27373,7/8/2026,1,25,55
13653,12/5/2024,1,13,43
54428,8/22/2025,1,50,33
37092,2/22/2026,1,34,43
37181,5/22/2026,1,34,28
34346,8/15/2024,1,32,37
12703,4/29/2025,1,12,18
17872,6/27/2024,1,17,30
31366,6/16/2025,1,29,67
33696,11/3/2025,1,31,51
22981,6/26/2026,1,21,63
37792,1/23/2025,1,35,57
2053,2/23/2026,1,2,27
29882,5/23/2024,1,28,41
36829,6/4/2025,1,34,19
10872,4/23/2026,1,10,13
53321,8/10/2025,1,49,30
4958,2/8/2025,1,5,41
2703,12/5/2024,1,3,25
54239,2/14/2025,1,50,61
36221,10/5/2023,1,34,46
1265,12/28/2023,1,2,28
13288,12/6/2023,1,13,35
51617,12/10/2023,1,48,34
20072,7/7/2024,1,19,37
34256,5/17/2024,1,32,68
3812,12/19/2024,1,4,17
16662,3/4/2024,1,16,25
24889,9/17/2025,1,23,50
36754,3/21/2025,1,34,38
30140,2/5/2025,1,28,37
26596,5/22/2024,1,25,43
22748,11/5/2025,1,21,78
38515,1/17/2024,1,36,35
7388,10/6/2025,1,7,4
7044,10/27/2024,1,7,35
10955,7/16/2023,1,11,19
37203,6/13/2026,1,34,40
20309,3/1/2025,1,19,55
48416,3/3/2024,1,45,35
44945,8/30/2023,1,42,21
3563,4/14/2024,1,4,23
4988,3/10/2025,1,5,23
26834,1/15/2025,1,25,60
51725,3/27/2024,1,48,32
15851,12/13/2024,1,15,31
31051,8/5/2024,1,29,26
9028,4/4/2024,1,9,22
26672,8/6/2024,1,25,31
43006,5/7/2024,1,40,27
5515,8/20/2023,1,6,15
41117,3/4/2025,1,38,39
16059,7/9/2025,1,15,15
14764,12/21/2024,1,14,29
20554,11/1/2025,1,19,56
30232,5/8/2025,1,28,32
26102,1/13/2026,1,24,35
25035,2/10/2026,1,23,87
40175,8/4/2025,1,37,25
13502,7/7/2024,1,13,15
27662,4/23/2024,1,26,28
14399,12/22/2023,1,14,23
48729,1/10/2025,1,45,29
2820,4/1/2025,1,3,25
27366,7/1/2026,1,25,38
54691,5/12/2026,1,50,46
48961,8/30/2025,1,45,22
49849,2/4/2025,1,46,48
19547,1/28/2026,1,18,61
25578,8/7/2024,1,24,27
48203,8/3/2023,1,45,15
7544,3/11/2026,1,7,24
46373,7/28/2024,1,43,20
22417,12/9/2024,1,21,65
41003,11/10/2024,1,38,50
32708,2/18/2026,1,30,109
7398,10/16/2025,1,7,17
49799,12/16/2024,1,46,35
13591,10/4/2024,1,13,26
47982,12/24/2025,1,44,32
48006,1/17/2026,1,44,35
29916,6/26/2024,1,28,27
40137,6/27/2025,1,37,47
23686,6/1/2025,1,22,90
29007,12/29/2024,1,27,66
25653,10/21/2024,1,24,39
39804,7/29/2024,1,37,41
53,9/2/2023,1,1,15
3078,12/15/2025,1,3,40
44461,5/2/2025,1,41,20
40440,4/26/2026,1,37,42
46515,12/17/2024,1,43,34
31244,2/14/2025,1,29,57
30824,12/22/2023,1,29,58
20793,6/28/2026,1,19,57
23769,8/23/2025,1,22,44
25008,1/14/2026,1,23,78
23789,9/12/2025,1,22,48
715,6/25/2025,1,1,15
48578,8/12/2024,1,45,17
8852,10/11/2023,1,9,16
42499,12/16/2025,1,39,51
46255,4/1/2024,1,43,23
11711,8/10/2025,1,11,12
38833,11/30/2024,1,36,45
30653,7/3/2026,1,28,22
45638,7/23/2025,1,42,22
14036,12/23/2025,1,13,45
47715,4/1/2025,1,44,23
38671,6/21/2024,1,36,42
53184,3/26/2025,1,49,21
4789,8/23/2024,1,5,25
38962,4/8/2025,1,36,39
47281,1/23/2024,1,44,30
1358,3/30/2024,1,2,23
32550,9/13/2025,1,30,68
41983,7/18/2024,1,39,35
15008,8/22/2025,1,14,16
9252,11/14/2024,1,9,19
27459,10/3/2023,1,26,22
38773,10/1/2024,1,36,34
21059,3/21/2024,1,20,80
33251,8/15/2024,1,31,49
2036,2/6/2026,1,2,24
30853,1/20/2024,1,29,47
3321,8/16/2023,1,4,25
11653,6/13/2025,1,11,15
16090,8/9/2025,1,15,22
18810,1/22/2024,1,18,58
45956,6/6/2026,1,42,24
26437,12/15/2023,1,25,65
31146,11/8/2024,1,29,45
22829,1/25/2026,1,21,82
1962,11/24/2025,1,2,45
28752,4/18/2024,1,27,73
6369,12/21/2025,1,6,27
22211,5/17/2024,1,21,67
52893,6/8/2024,1,49,34
28977,11/29/2024,1,27,69
43981,1/8/2024,1,41,29
35477,9/20/2024,1,33,32
22835,1/31/2026,1,21,54
20900,10/14/2023,1,20,75
32516,8/10/2025,1,30,52
4069,9/2/2025,1,4,16
15414,10/3/2023,1,15,15
17221,9/14/2025,1,16,23
9858,7/14/2023,1,10,15
9079,5/25/2024,1,9,16
34964,4/25/2026,1,32,75
20324,3/16/2025,1,19,77
19465,11/7/2025,1,18,57
40322,12/29/2025,1,37,39
27731,7/1/2024,1,26,40
52632,9/21/2023,1,49,26
43493,9/6/2025,1,40,27
14692,10/10/2024,1,14,18
21453,4/19/2025,1,20,76
18112,2/22/2025,1,17,30
52777,2/13/2024,1,49,61
34110,12/23/2023,1,32,89
15182,2/12/2026,1,14,25
15803,10/26/2024,1,15,31
32937,10/6/2023,1,31,42
2605,8/29/2024,1,3,13
8644,3/16/2026,1,8,12
50262,3/24/2026,1,46,45
33561,6/21/2025,1,31,67
24581,11/13/2024,1,23,67
45648,8/2/2025,1,42,28
12770,7/5/2025,1,12,10
25091,4/7/2026,1,23,68
27249,3/6/2026,1,25,63
5430,5/26/2026,1,5,26
46224,3/1/2024,1,43,34
52911,6/26/2024,1,49,64
3444,12/17/2023,1,4,39
31827,9/21/2023,1,30,57
7909,3/11/2024,1,8,17
22750,11/7/2025,1,21,90
26383,10/22/2023,1,25,53
3194,4/10/2026,1,3,41
50976,3/8/2025,1,47,50
22479,2/9/2025,1,21,76
20889,10/3/2023,1,20,79
48667,11/9/2024,1,45,31
12055,7/21/2023,1,12,9
39216,12/18/2025,1,36,54
31644,3/21/2026,1,29,78
39132,9/25/2025,1,36,40
53672,7/28/2023,1,50,22
520,12/12/2024,1,1,24
10793,2/3/2026,1,10,24
1828,7/13/2025,1,2,16
7225,4/26/2025,1,7,30
24476,7/31/2024,1,23,55
32930,9/29/2023,1,31,26
27819,9/27/2024,1,26,42
35969,1/25/2026,1,33,81
54744,7/4/2026,1,50,57
35850,9/28/2025,1,33,60
35008,6/8/2026,1,32,52
47163,9/27/2023,1,44,19
10178,5/29/2024,1,10,21
29733,12/26/2023,1,28,35
31440,8/29/2025,1,29,43
20927,11/10/2023,1,20,64
29633,9/17/2023,1,28,30
34893,2/13/2026,1,32,90
13310,12/28/2023,1,13,34
51932,10/20/2024,1,48,28
46568,2/8/2025,1,43,37
8717,5/28/2026,1,8,13
40327,1/3/2026,1,37,36
41544,5/5/2026,1,38,38
36013,3/10/2026,1,33,81
10331,10/29/2024,1,10,27
50680,5/16/2024,1,47,29
44626,10/14/2025,1,41,37
38368,8/23/2023,1,36,23
37682,10/5/2024,1,35,34
39111,9/4/2025,1,36,45
19779,9/18/2023,1,19,37
20105,8/9/2024,1,19,49
15678,6/23/2024,1,15,14
33729,12/6/2025,1,31,62
49700,9/8/2024,1,46,33
7400,10/18/2025,1,7,18
17612,10/11/2023,1,17,23
49735,10/13/2024,1,46,28
3080,12/17/2025,1,3,29
54334,5/20/2025,1,50,37
36123,6/28/2026,1,33,74
39924,11/26/2024,1,37,61
54100,9/28/2024,1,50,40
1546,10/4/2024,1,2,21
47768,5/24/2025,1,44,21
3308,8/3/2023,1,4,25
25712,12/19/2024,1,24,32
32653,12/25/2025,1,30,97
36291,12/14/2023,1,34,84
51117,7/27/2025,1,47,38
15699,7/14/2024,1,15,9
26692,8/26/2024,1,25,48
7222,4/23/2025,1,7,35
14455,2/16/2024,1,14,32
32214,10/12/2024,1,30,66
49657,7/27/2024,1,46,28
23445,10/3/2024,1,22,58
44198,8/12/2024,1,41,11
6387,1/8/2026,1,6,17
9325,1/26/2025,1,9,12
51061,6/1/2025,1,47,47
10832,3/14/2026,1,10,22
14409,1/1/2024,1,14,37
5019,4/10/2025,1,5,26
11713,8/12/2025,1,11,5
36615,11/2/2024,1,34,34
18659,8/24/2023,1,18,27
5571,10/15/2023,1,6,23
50422,9/1/2023,1,47,37
16252,1/18/2026,1,15,23
27015,7/15/2025,1,25,41
13004,2/24/2026,1,12,21
46083,10/12/2023,1,43,13
31818,9/12/2023,1,30,51
14062,1/18/2026,1,13,42
44216,8/30/2024,1,41,16
49179,4/5/2026,1,45,36
13727,2/17/2025,1,13,23
4092,9/25/2025,1,4,15
3575,4/26/2024,1,4,27
12213,12/26/2023,1,12,27
8771,7/22/2023,1,9,16
3255,6/10/2026,1,3,24
12671,3/28/2025,1,12,16
37280,8/30/2023,1,35,25
42521,1/7/2026,1,39,55
30538,3/10/2026,1,28,41
38245,4/21/2026,1,35,46
25394,2/5/2024,1,24,101
37867,4/8/2025,1,35,49
34662,6/27/2025,1,32,70
6035,1/21/2025,1,6,28
24377,4/23/2024,1,23,63
49712,9/20/2024,1,46,35
6577,7/18/2023,1,7,18
8217,1/13/2025,1,8,20
39548,11/16/2023,1,37,72
28916,9/29/2024,1,27,47
38766,9/24/2024,1,36,27
21237,9/15/2024,1,20,78
20206,11/18/2024,1,19,63
8105,9/23/2024,1,8,17
5752,4/13/2024,1,6,19
23421,9/9/2024,1,22,83
6668,10/17/2023,1,7,19
41208,6/3/2025,1,38,47
52620,9/9/2023,1,49,37
13701,1/22/2025,1,13,37
22927,5/3/2026,1,21,62
14168,5/4/2026,1,13,31
25004,1/10/2026,1,23,59
53318,8/7/2025,1,49,18
37760,12/22/2024,1,35,39
5750,4/11/2024,1,6,19
44406,3/8/2025,1,41,23
27367,7/2/2026,1,25,57
11865,1/11/2026,1,11,10
23388,8/7/2024,1,22,38
45166,4/7/2024,1,42,41
30162,2/27/2025,1,28,48
51579,11/2/2023,1,48,33
13372,2/28/2024,1,13,19
35934,12/21/2025,1,33,74
22771,11/28/2025,1,21,109
11894,2/9/2026,1,11,20
5426,5/22/2026,1,5,23
38277,5/23/2026,1,35,43
2523,6/8/2024,1,3,32
28098,7/3/2025,1,26,27
33059,2/5/2024,1,31,76
12932,12/14/2025,1,12,18
42835,11/18/2023,1,40,44
30448,12/10/2025,1,28,48
30401,10/24/2025,1,28,44
50299,4/30/2026,1,46,54
50475,10/24/2023,1,47,47
36893,8/7/2025,1,34,25
32389,4/5/2025,1,30,89
36372,3/4/2024,1,34,95
20701,3/28/2026,1,19,66
34944,4/5/2026,1,32,64
51645,1/7/2024,1,48,43
18523,4/9/2026,1,17,56
26955,5/16/2025,1,25,55
30587,4/28/2026,1,28,24
19773,9/12/2023,1,19,45
26309,8/9/2023,1,25,40
13404,3/31/2024,1,13,22
3565,4/16/2024,1,4,47
24759,5/10/2025,1,23,47
11740,9/8/2025,1,11,14
3754,10/22/2024,1,4,25
38391,9/15/2023,1,36,42
15978,4/19/2025,1,15,24
34454,12/1/2024,1,32,83
34735,9/8/2025,1,32,33
25859,5/15/2025,1,24,32
53201,4/12/2025,1,49,35
991,3/28/2026,1,1,40
37400,12/28/2023,1,35,49
9998,12/1/2023,1,10,17
21335,12/22/2024,1,20,104
21745,2/5/2026,1,20,79
11706,8/5/2025,1,11,6
19400,9/3/2025,1,18,33
22161,3/28/2024,1,21,57
9749,3/26/2026,1,9,19
34931,3/23/2026,1,32,57
43214,12/1/2024,1,40,57
27095,10/3/2025,1,25,55
47208,11/11/2023,1,44,33
52288,10/11/2025,1,48,29
40045,3/27/2025,1,37,71
44217,8/31/2024,1,41,16
51316,2/11/2026,1,47,28
34394,10/2/2024,1,32,46
34230,4/21/2024,1,32,96
45413,12/10/2024,1,42,29
15062,10/15/2025,1,14,9
20878,9/22/2023,1,20,71
39554,11/22/2023,1,37,57
30864,1/31/2024,1,29,56
38633,5/14/2024,1,36,42
32570,10/3/2025,1,30,76
38601,4/12/2024,1,36,39
46205,2/11/2024,1,43,36
35120,9/29/2023,1,33,50
13877,7/17/2025,1,13,18
11851,12/28/2025,1,11,13
12785,7/20/2025,1,12,21
53099,12/31/2024,1,49,41
23385,8/4/2024,1,22,71
27525,12/8/2023,1,26,49
22696,9/14/2025,1,21,51
22723,10/11/2025,1,21,54
49518,3/10/2024,1,46,27
7585,4/21/2026,1,7,18
45585,5/31/2025,1,42,29
38310,6/25/2026,1,35,43
9532,8/21/2025,1,9,15
12467,9/5/2024,1,12,8
27899,12/16/2024,1,26,47
25000,1/6/2026,1,23,82
46383,8/7/2024,1,43,24
8311,4/17/2025,1,8,8
2418,2/24/2024,1,3,24
6294,10/7/2025,1,6,20
34818,11/30/2025,1,32,59
4022,7/17/2025,1,4,13
11492,1/3/2025,1,11,17
5413,5/9/2026,1,5,34
43253,1/9/2025,1,40,52
28449,6/19/2026,1,26,36
54435,8/29/2025,1,50,29
38488,12/21/2023,1,36,43
17273,11/5/2025,1,16,18
20954,12/7/2023,1,20,71
2173,6/23/2026,1,2,18
36020,3/17/2026,1,33,97
24244,12/12/2023,1,23,69
19463,11/5/2025,1,18,45
42580,3/7/2026,1,39,34
22258,7/3/2024,1,21,40
25618,9/16/2024,1,24,36
53887,2/28/2024,1,50,48
23817,10/10/2025,1,22,50
41865,3/22/2024,1,39,40
46020,8/10/2023,1,43,12
2896,6/16/2025,1,3,21
36844,6/19/2025,1,34,34
2883,6/3/2025,1,3,29
28013,4/9/2025,1,26,35
41230,6/25/2025,1,38,47
49696,9/4/2024,1,46,38
104,10/23/2023,1,1,14
13521,7/26/2024,1,13,11
39570,12/8/2023,1,37,33
43165,10/13/2024,1,40,35
43142,9/20/2024,1,40,39
14614,7/24/2024,1,14,7
2294,10/23/2023,1,3,22
13968,10/16/2025,1,13,42
41410,12/22/2025,1,38,42
18210,5/31/2025,1,17,32
33612,8/11/2025,1,31,43
17663,12/1/2023,1,17,36
27153,11/30/2025,1,25,51
15141,1/2/2026,1,14,26
53702,8/27/2023,1,50,19
46150,12/18/2023,1,43,30
48601,9/4/2024,1,45,21
9865,7/21/2023,1,10,11
29070,3/2/2025,1,27,53
850,11/7/2025,1,1,20
21452,4/18/2025,1,20,79
44273,10/26/2024,1,41,23
1190,10/14/2023,1,2,20
45903,4/14/2026,1,42,29
37446,2/12/2024,1,35,44
33478,3/30/2025,1,31,60
32093,6/13/2024,1,30,80
37784,1/15/2025,1,35,47
46504,12/6/2024,1,43,33
20242,12/24/2024,1,19,82
52943,7/28/2024,1,49,44
22667,8/16/2025,1,21,39
52043,2/8/2025,1,48,43
15151,1/12/2026,1,14,34
18875,3/27/2024,1,18,49
35794,8/3/2025,1,33,44
17220,9/13/2025,1,16,18
1052,5/28/2026,1,1,26
6198,7/3/2025,1,6,7
44441,4/12/2025,1,41,19
16665,3/7/2024,1,16,20
2671,11/3/2024,1,3,35
25073,3/20/2026,1,23,85
40837,5/28/2024,1,38,37
50660,4/26/2024,1,47,51
23838,10/31/2025,1,22,55
9219,10/12/2024,1,9,11
20168,10/11/2024,1,19,61
23687,6/2/2025,1,22,75
18568,5/24/2026,1,17,40
13517,7/22/2024,1,13,20
26726,9/29/2024,1,25,45
26680,8/14/2024,1,25,39
44915,7/31/2023,1,42,13
46805,10/3/2025,1,43,21
43944,12/2/2023,1,41,26
23170,1/2/2024,1,22,107
9920,9/14/2023,1,10,18
11597,4/18/2025,1,11,17
45613,6/28/2025,1,42,36
6789,2/15/2024,1,7,33
23948,2/18/2026,1,22,64
30497,1/28/2026,1,28,38
43947,12/5/2023,1,41,32
53666,7/22/2023,1,50,38
40149,7/9/2025,1,37,51
5211,10/19/2025,1,5,37
30467,12/29/2025,1,28,58
45350,10/8/2024,1,42,30
39625,2/1/2024,1,37,89
40933,9/1/2024,1,38,34
38812,11/9/2024,1,36,43
12617,2/2/2025,1,12,22
5443,6/8/2026,1,5,27
15579,3/16/2024,1,15,34
23550,1/16/2025,1,22,80
15064,10/17/2025,1,14,22
47575,11/12/2024,1,44,22
29323,11/10/2025,1,27,35
4952,2/2/2025,1,5,29
235,3/2/2024,1,1,19
14886,4/22/2025,1,14,19
29058,2/18/2025,1,27,70
30138,2/3/2025,1,28,69
36794,4/30/2025,1,34,32
18957,6/17/2024,1,18,50
29444,3/11/2026,1,27,37
21741,2/1/2026,1,20,131
32985,11/23/2023,1,31,61
12362,5/23/2024,1,12,15
2855,5/6/2025,1,3,24
48918,7/18/2025,1,45,16
32400,4/16/2025,1,30,74
35486,9/29/2024,1,33,58
33613,8/12/2025,1,31,35
53180,3/22/2025,1,49,38
37680,10/3/2024,1,35,35
54726,6/16/2026,1,50,34
10202,6/22/2024,1,10,18
21667,11/19/2025,1,20,75
25675,11/12/2024,1,24,31
30097,12/24/2024,1,28,36
47209,11/12/2023,1,44,44
24697,3/9/2025,1,23,55
54357,6/12/2025,1,50,47
10561,6/16/2025,1,10,27
1887,9/10/2025,1,2,29
39195,11/27/2025,1,36,45
3649,7/9/2024,1,4,18
15907,2/7/2025,1,15,34
54559,12/31/2025,1,50,45
51013,4/14/2025,1,47,59
11734,9/2/2025,1,11,9
48384,1/31/2024,1,45,30
29903,6/13/2024,1,28,32
41755,12/3/2023,1,39,52
29363,12/20/2025,1,27,35
11784,10/22/2025,1,11,17
27092,9/30/2025,1,25,40
30484,1/15/2026,1,28,54
24160,9/19/2023,1,23,39
16711,4/22/2024,1,16,18
1207,10/31/2023,1,2,22
32275,12/12/2024,1,30,70
35735,6/5/2025,1,33,70
49372,10/16/2023,1,46,31
36796,5/2/2025,1,34,30
1317,2/18/2024,1,2,21
23932,2/2/2026,1,22,74
42811,10/25/2023,1,40,31
18367,11/4/2025,1,17,45
9017,3/24/2024,1,9,22
52796,3/3/2024,1,49,47
13606,10/19/2024,1,13,26
53645,6/30/2026,1,49,61
49086,1/2/2026,1,45,24
51847,7/27/2024,1,48,31
9070,5/16/2024,1,9,17
6191,6/26/2025,1,6,11
42960,3/22/2024,1,40,48
7259,5/30/2025,1,7,33
4480,10/19/2023,1,5,31
32268,12/5/2024,1,30,94
8518,11/10/2025,1,8,26
52083,3/20/2025,1,48,34
9133,7/18/2024,1,9,7
19024,8/23/2024,1,18,28
10860,4/11/2026,1,10,7
21886,6/26/2026,1,20,55
19027,8/26/2024,1,18,40
27201,1/17/2026,1,25,45
14072,1/28/2026,1,13,26
28189,10/2/2025,1,26,34
45537,4/13/2025,1,42,37
22995,7/11/2023,1,22,59
14569,6/9/2024,1,14,35
37513,4/19/2024,1,35,36
22911,4/17/2026,1,21,81
34548,3/5/2025,1,32,69
23677,5/23/2025,1,22,53
4475,10/14/2023,1,5,32
2259,9/18/2023,1,3,17
35181,11/29/2023,1,33,79
25066,3/13/2026,1,23,97
30927,4/3/2024,1,29,41
37214,6/24/2026,1,34,25
32141,7/31/2024,1,30,43
27614,3/6/2024,1,26,43
35925,12/12/2025,1,33,56
35059,7/30/2023,1,33,47
12634,2/19/2025,1,12,14
48138,5/29/2026,1,44,28
49847,2/2/2025,1,46,46
20290,2/10/2025,1,19,76
24915,10/13/2025,1,23,49
15989,4/30/2025,1,15,30
21339,12/26/2024,1,20,95
39967,1/8/2025,1,37,69
41977,7/12/2024,1,39,27
7295,7/5/2025,1,7,23
53419,11/16/2025,1,49,34
3438,12/11/2023,1,4,41
49293,7/29/2023,1,46,15
26909,3/31/2025,1,25,51
50679,5/15/2024,1,47,60
16239,1/5/2026,1,15,30
38899,2/4/2025,1,36,59
38194,3/1/2026,1,35,31
47153,9/17/2023,1,44,34
7014,9/27/2024,1,7,24
19810,10/19/2023,1,19,57
28212,10/25/2025,1,26,67
41987,7/22/2024,1,39,41
47455,7/15/2024,1,44,17
38118,12/15/2025,1,35,38
50187,1/8/2026,1,46,57
8116,10/4/2024,1,8,15
29071,3/3/2025,1,27,61
50780,8/24/2024,1,47,34
50290,4/21/2026,1,46,57
22319,9/2/2024,1,21,45
48233,9/2/2023,1,45,11
5049,5/10/2025,1,5,30
34061,11/4/2023,1,32,75
4345,6/5/2026,1,4,26
12810,8/14/2025,1,12,15
54458,9/21/2025,1,50,29
26107,1/18/2026,1,24,49
26133,2/13/2026,1,24,58
24044,5/25/2026,1,22,74
43692,3/24/2026,1,40,44
22951,5/27/2026,1,21,75
26526,3/13/2024,1,25,47
26851,2/1/2025,1,25,37
35448,8/22/2024,1,33,52
5511,8/16/2023,1,6,19
38643,5/24/2024,1,36,40
20875,9/19/2023,1,20,87
42882,1/4/2024,1,40,40
50924,1/15/2025,1,47,59
7822,12/15/2023,1,8,19
45749,11/11/2025,1,42,22
36846,6/21/2025,1,34,32
13189,8/29/2023,1,13,13
7460,12/17/2025,1,7,16
7224,4/25/2025,1,7,27
10062,2/3/2024,1,10,21
41989,7/24/2024,1,39,37
38541,2/12/2024,1,36,52
8615,2/15/2026,1,8,30
21262,10/10/2024,1,20,66
48387,2/3/2024,1,45,25
52807,3/14/2024,1,49,37
20263,1/14/2025,1,19,76
45499,3/6/2025,1,42,30
16939,12/6/2024,1,16,24
40917,8/16/2024,1,38,32
1768,5/14/2025,1,2,34
39868,10/1/2024,1,37,48
468,10/21/2024,1,1,20
26669,8/3/2024,1,25,27
11849,12/26/2025,1,11,22
45518,3/25/2025,1,42,31
9842,6/27/2026,1,9,13
29806,3/8/2024,1,28,44
4820,9/23/2024,1,5,16
15778,10/1/2024,1,15,20
48191,7/22/2023,1,45,19
46162,12/30/2023,1,43,22
4438,9/7/2023,1,5,14
13800,5/1/2025,1,13,19
37752,12/14/2024,1,35,34
25416,2/27/2024,1,24,96
26399,11/7/2023,1,25,55
12018,6/13/2026,1,11,17
46951,2/26/2026,1,43,35
13176,8/16/2023,1,13,20
48055,3/7/2026,1,44,37
40945,9/13/2024,1,38,33
146,12/4/2023,1,1,7
28957,11/9/2024,1,27,54
31109,10/2/2024,1,29,58
30091,12/18/2024,1,28,48
14510,4/11/2024,1,14,22
53512,2/17/2026,1,49,49
27663,4/24/2024,1,26,27
45186,4/27/2024,1,42,38
54213,1/19/2025,1,50,31
17762,3/9/2024,1,17,32
16788,7/8/2024,1,16,18
16044,6/24/2025,1,15,22
31579,1/15/2026,1,29,92
14596,7/6/2024,1,14,18
43611,1/2/2026,1,40,41
5967,11/14/2024,1,6,17
15125,12/17/2025,1,14,20
48284,10/23/2023,1,45,34
43481,8/25/2025,1,40,29
4242,2/22/2026,1,4,23
18203,5/24/2025,1,17,37
12202,12/15/2023,1,12,13
39265,2/5/2026,1,36,53
49721,9/29/2024,1,46,16
24382,4/28/2024,1,23,56
16802,7/22/2024,1,16,23
19895,1/12/2024,1,19,88
20594,12/11/2025,1,19,108
23931,2/1/2026,1,22,69
50931,1/22/2025,1,47,72
10077,2/18/2024,1,10,20
43823,8/3/2023,1,41,46
44026,2/22/2024,1,41,33
32762,4/13/2026,1,30,112
6718,12/6/2023,1,7,28
46671,5/22/2025,1,43,28
35036,7/6/2026,1,32,34
49537,3/29/2024,1,46,52
46238,3/15/2024,1,43,30
23272,4/13/2024,1,22,87
43130,9/8/2024,1,40,36
2579,8/3/2024,1,3,30
50792,9/5/2024,1,47,34
19719,7/20/2023,1,19,37
52816,3/23/2024,1,49,47
15376,8/26/2023,1,15,13
26416,11/24/2023,1,25,76
32308,1/14/2025,1,30,66
27224,2/9/2026,1,25,68
44577,8/26/2025,1,41,22
14051,1/7/2026,1,13,42
43794,7/4/2026,1,40,36
42276,5/7/2025,1,39,30
24138,8/28/2023,1,23,36
50738,7/13/2024,1,47,34
50507,11/25/2023,1,47,56
22713,10/1/2025,1,21,65
11694,7/24/2025,1,11,15
17078,4/24/2025,1,16,25
11562,3/14/2025,1,11,21
24758,5/9/2025,1,23,81
45279,7/29/2024,1,42,14
37809,2/9/2025,1,35,39
37540,5/16/2024,1,35,36
8025,7/5/2024,1,8,14
10341,11/8/2024,1,10,21
46817,10/15/2025,1,43,41
41367,11/9/2025,1,38,72
19176,1/22/2025,1,18,43
33960,7/26/2023,1,32,52
22171,4/7/2024,1,21,50
51192,10/10/2025,1,47,21
2205,7/26/2023,1,3,17
8480,10/3/2025,1,8,19
22978,6/23/2026,1,21,49
53821,12/24/2023,1,50,24
17482,6/2/2026,1,16,46
15924,2/24/2025,1,15,25
51880,8/29/2024,1,48,35
47494,8/23/2024,1,44,12
14881,4/17/2025,1,14,23
41518,4/9/2026,1,38,45
41482,3/4/2026,1,38,49
10214,7/4/2024,1,10,17
33758,1/4/2026,1,31,81
24234,12/2/2023,1,23,38
49973,6/8/2025,1,46,34
548,1/9/2025,1,1,25
34477,12/24/2024,1,32,53
12439,8/8/2024,1,12,5
53957,5/8/2024,1,50,43
47893,9/26/2025,1,44,24
33635,9/3/2025,1,31,50
45580,5/26/2025,1,42,19
29296,10/14/2025,1,27,25
29857,4/28/2024,1,28,40
4602,2/18/2024,1,5,39
4083,9/16/2025,1,4,22
45762,11/24/2025,1,42,19
23499,11/26/2024,1,22,115
30246,5/22/2025,1,28,46
16393,6/8/2026,1,15,29
3572,4/23/2024,1,4,32
4452,9/21/2023,1,5,21
25874,5/30/2025,1,24,39
40992,10/30/2024,1,38,49
17388,2/28/2026,1,16,23
38547,2/18/2024,1,36,56
46540,1/11/2025,1,43,28
3400,11/3/2023,1,4,35
37834,3/6/2025,1,35,38
48188,7/19/2023,1,45,22
13570,9/13/2024,1,13,22
50487,11/5/2023,1,47,30
14583,6/23/2024,1,14,21
45362,10/20/2024,1,42,39
29779,2/10/2024,1,28,67
12193,12/6/2023,1,12,24
1486,8/5/2024,1,2,13
3260,6/15/2026,1,3,31
18495,3/12/2026,1,17,64
6603,8/13/2023,1,7,19
24634,1/5/2025,1,23,70
6886,5/22/2024,1,7,23
21374,1/30/2025,1,20,104
33274,9/7/2024,1,31,26
32319,1/25/2025,1,30,97
27331,5/27/2026,1,25,48
17647,11/15/2023,1,17,32
46923,1/29/2026,1,43,26
40049,3/31/2025,1,37,58
31994,3/6/2024,1,30,74
6684,11/2/2023,1,7,29
42143,12/25/2024,1,39,37
31944,1/16/2024,1,30,58
38269,5/15/2026,1,35,31
51462,7/7/2026,1,47,28
22361,10/14/2024,1,21,76
19211,2/26/2025,1,18,45
50140,11/22/2025,1,46,65
28778,5/14/2024,1,27,41
33554,6/14/2025,1,31,67
48714,12/26/2024,1,45,21
17096,5/12/2025,1,16,32
27851,10/29/2024,1,26,34
3307,8/2/2023,1,4,17
28831,7/6/2024,1,27,27
10565,6/20/2025,1,10,16
28585,11/3/2023,1,27,61
36851,6/26/2025,1,34,28
5397,4/23/2026,1,5,27
38138,1/4/2026,1,35,42
17338,1/9/2026,1,16,31
36064,4/30/2026,1,33,72
50949,2/9/2025,1,47,63
21384,2/9/2025,1,20,127
43976,1/3/2024,1,41,29
51345,3/12/2026,1,47,36
26405,11/13/2023,1,25,45
43662,2/22/2026,1,40,59
19520,1/1/2026,1,18,70
25527,6/17/2024,1,24,98
51485,7/31/2023,1,48,19
7686,8/1/2023,1,8,15
26768,11/10/2024,1,25,37
16373,5/19/2026,1,15,21
33006,12/14/2023,1,31,59
18296,8/25/2025,1,17,22
